task_id,category,difficulty_level,solved_by_n_of_4_reference_models,base_scene,azimuth,elevation,distance_pct,cam_rot,cam_vert,initstate,noise_type,noise_severity,light,table,language,added_objects,layout_level,instruction_clean,task_language_raw,variant_name
1699,Sensor Noise,2,3,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,100,0,0,0,glass blur,1,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 100 0 0 initstate 0 noise 41,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_0_0_initstate_0_noise_41
1700,Sensor Noise,1,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,100,0,0,0,glass blur,2,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 100 0 0 initstate 0 noise 42,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_0_0_initstate_0_noise_42
1701,Sensor Noise,4,1,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,100,0,0,0,glass blur,3,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 100 0 0 initstate 0 noise 43,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_0_0_initstate_0_noise_43
1702,Sensor Noise,3,2,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,100,0,0,0,glass blur,4,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 100 0 0 initstate 0 noise 44,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_0_0_initstate_0_noise_44
1703,Sensor Noise,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,100,0,0,0,glass blur,5,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 100 0 0 initstate 0 noise 45,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_0_0_initstate_0_noise_45
1704,Sensor Noise,4,1,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,100,0,0,0,glass blur,6,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 100 0 0 initstate 0 noise 46,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_0_0_initstate_0_noise_46
1705,Sensor Noise,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,100,0,0,0,glass blur,7,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 100 0 0 initstate 0 noise 47,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_0_0_initstate_0_noise_47
1706,Sensor Noise,4,1,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,100,0,0,0,glass blur,8,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 100 0 0 initstate 0 noise 48,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_0_0_initstate_0_noise_48
1707,Sensor Noise,4,1,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,100,0,0,0,glass blur,9,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 100 0 0 initstate 0 noise 49,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_0_0_initstate_0_noise_49
1708,Sensor Noise,5,0,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,0,100,0,0,0,glass blur,10,,,,,,LIVING ROOM SCENE5 put the white mug on the left plate and put the yellow and white mug on the right plate,put the white mug on the left plate and put the yellow and white mug on the right plate view 0 0 100 0 0 initstate 0 noise 50,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate_view_0_0_100_0_0_initstate_0_noise_50
1709,Sensor Noise,2,3,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,motion blur,1,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 1,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_1
1710,Sensor Noise,2,3,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,motion blur,2,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 2,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_2
1711,Sensor Noise,2,3,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,motion blur,3,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 3,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_3
1712,Sensor Noise,2,3,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,motion blur,4,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 4,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_4
1713,Sensor Noise,4,1,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,motion blur,5,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_5
1714,Sensor Noise,4,1,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,motion blur,6,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 6,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_6
1715,Sensor Noise,3,2,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,motion blur,7,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 7,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_7
1716,Sensor Noise,4,1,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,motion blur,8,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 8,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_8
1717,Sensor Noise,5,0,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,motion blur,9,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 9,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_9
1718,Sensor Noise,5,0,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,motion blur,10,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 10,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_10
1719,Sensor Noise,2,3,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,gaussian blur,2,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 12,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_12
1720,Sensor Noise,5,0,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,gaussian blur,3,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 13,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_13
1721,Sensor Noise,4,1,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,gaussian blur,4,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 14,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_14
1722,Sensor Noise,5,0,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,gaussian blur,5,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 15,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_15
1723,Sensor Noise,5,0,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,gaussian blur,7,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 17,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_17
1724,Sensor Noise,5,0,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,gaussian blur,8,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 18,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_18
1725,Sensor Noise,5,0,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,gaussian blur,9,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 19,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_19
1726,Sensor Noise,5,0,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,gaussian blur,10,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 20,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_20
1727,Sensor Noise,1,4,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,zoom blur,1,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 21,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_21
1728,Sensor Noise,2,3,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,zoom blur,2,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 22,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_22
1729,Sensor Noise,2,3,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,zoom blur,3,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 23,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_23
1730,Sensor Noise,2,3,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,zoom blur,4,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 24,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_24
1731,Sensor Noise,2,3,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,zoom blur,5,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 25,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_25
1732,Sensor Noise,1,4,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,zoom blur,6,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 26,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_26
1733,Sensor Noise,3,2,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,zoom blur,7,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 27,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_27
1734,Sensor Noise,5,0,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,zoom blur,8,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 28,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_28
1735,Sensor Noise,5,0,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,zoom blur,9,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 29,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_29
1736,Sensor Noise,5,0,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,zoom blur,10,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 30,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_30
1737,Sensor Noise,2,3,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,fog,2,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 32,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_32
1738,Sensor Noise,2,3,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,fog,3,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 33,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_33
1739,Sensor Noise,2,3,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,fog,4,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 34,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_34
1740,Sensor Noise,3,2,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,fog,5,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 35,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_35
1741,Sensor Noise,2,3,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,fog,6,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 36,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_36
1742,Sensor Noise,2,3,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,fog,7,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 37,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_37
1743,Sensor Noise,3,2,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,fog,8,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 38,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_38
1744,Sensor Noise,5,0,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,fog,9,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 39,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_39
1745,Sensor Noise,5,0,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,fog,10,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 40,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_40
1746,Sensor Noise,1,4,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,glass blur,1,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 41,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_41
1747,Sensor Noise,1,4,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,glass blur,2,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 42,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_42
1748,Sensor Noise,4,1,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,glass blur,3,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 43,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_43
1749,Sensor Noise,4,1,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,glass blur,4,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 44,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_44
1750,Sensor Noise,4,1,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,glass blur,5,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 45,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_45
1751,Sensor Noise,3,2,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,glass blur,6,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 46,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_46
1752,Sensor Noise,4,1,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,glass blur,7,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 47,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_47
1753,Sensor Noise,4,1,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,glass blur,9,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 49,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_49
1754,Sensor Noise,4,1,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,0,0,100,0,0,0,glass blur,10,,,,,,STUDY SCENE1 pick up the book and place it in the back compartment of the caddy,pick up the book and place it in the back compartment of the caddy view 0 0 100 0 0 initstate 0 noise 50,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy_view_0_0_100_0_0_initstate_0_noise_50
1755,Sensor Noise,3,2,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0,0,100,0,0,0,motion blur,1,,,,,,LIVING ROOM SCENE6 put the white mug on the plate and put the chocolate pudding to the right of the plate,put the white mug on the plate and put the chocolate pudding to the right of the plate view 0 0 100 0 0 initstate 0 noise 1,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_view_0_0_100_0_0_initstate_0_noise_1
1756,Sensor Noise,2,3,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0,0,100,0,0,0,motion blur,2,,,,,,LIVING ROOM SCENE6 put the white mug on the plate and put the chocolate pudding to the right of the plate,put the white mug on the plate and put the chocolate pudding to the right of the plate view 0 0 100 0 0 initstate 0 noise 2,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_view_0_0_100_0_0_initstate_0_noise_2
1757,Sensor Noise,1,4,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0,0,100,0,0,0,motion blur,3,,,,,,LIVING ROOM SCENE6 put the white mug on the plate and put the chocolate pudding to the right of the plate,put the white mug on the plate and put the chocolate pudding to the right of the plate view 0 0 100 0 0 initstate 0 noise 3,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate_view_0_0_100_0_0_initstate_0_noise_3
