task_id,category,difficulty_level,solved_by_n_of_4_reference_models,base_scene,azimuth,elevation,distance_pct,cam_rot,cam_vert,initstate,noise_type,noise_severity,light,table,language,added_objects,layout_level,instruction_clean,task_language_raw,variant_name
1884,Objects Layout,5,0,pick_up_the_bbq_sauce_and_place_it_in_the_basket,,,,,,,,,,,,,1,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket level1 sample2,pick_up_the_bbq_sauce_and_place_it_in_the_basket_level1_sample2
1885,Objects Layout,5,0,pick_up_the_bbq_sauce_and_place_it_in_the_basket,,,,,,,,,,,,,1,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket level1 sample3,pick_up_the_bbq_sauce_and_place_it_in_the_basket_level1_sample3
1886,Objects Layout,5,0,pick_up_the_bbq_sauce_and_place_it_in_the_basket,,,,,,,,,,,,,1,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket level1 sample4,pick_up_the_bbq_sauce_and_place_it_in_the_basket_level1_sample4
1887,Objects Layout,5,0,pick_up_the_bbq_sauce_and_place_it_in_the_basket,,,,,,,,,,,,,2,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket level2 sample1,pick_up_the_bbq_sauce_and_place_it_in_the_basket_level2_sample1
1888,Objects Layout,5,0,pick_up_the_bbq_sauce_and_place_it_in_the_basket,,,,,,,,,,,,,2,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket level2 sample2,pick_up_the_bbq_sauce_and_place_it_in_the_basket_level2_sample2
1889,Objects Layout,5,0,pick_up_the_bbq_sauce_and_place_it_in_the_basket,,,,,,,,,,,,,2,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket level2 sample3,pick_up_the_bbq_sauce_and_place_it_in_the_basket_level2_sample3
1890,Objects Layout,5,0,pick_up_the_bbq_sauce_and_place_it_in_the_basket,,,,,,,,,,,,,2,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket level2 sample4,pick_up_the_bbq_sauce_and_place_it_in_the_basket_level2_sample4
1891,Objects Layout,5,0,pick_up_the_bbq_sauce_and_place_it_in_the_basket,,,,,,,,,,,,,3,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket level3 sample1,pick_up_the_bbq_sauce_and_place_it_in_the_basket_level3_sample1
1892,Objects Layout,5,0,pick_up_the_bbq_sauce_and_place_it_in_the_basket,,,,,,,,,,,,,3,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket level3 sample2,pick_up_the_bbq_sauce_and_place_it_in_the_basket_level3_sample2
1893,Objects Layout,5,0,pick_up_the_bbq_sauce_and_place_it_in_the_basket,,,,,,,,,,,,,3,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket level3 sample3,pick_up_the_bbq_sauce_and_place_it_in_the_basket_level3_sample3
1894,Objects Layout,5,0,pick_up_the_bbq_sauce_and_place_it_in_the_basket,,,,,,,,,,,,,3,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket level3 sample4,pick_up_the_bbq_sauce_and_place_it_in_the_basket_level3_sample4
1895,Objects Layout,5,0,pick_up_the_bbq_sauce_and_place_it_in_the_basket,,,,,,,,,,,,,4,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket level4 sample1,pick_up_the_bbq_sauce_and_place_it_in_the_basket_level4_sample1
1896,Objects Layout,5,0,pick_up_the_bbq_sauce_and_place_it_in_the_basket,,,,,,,,,,,,,4,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket level4 sample2,pick_up_the_bbq_sauce_and_place_it_in_the_basket_level4_sample2
1897,Objects Layout,5,0,pick_up_the_bbq_sauce_and_place_it_in_the_basket,,,,,,,,,,,,,4,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket level4 sample3,pick_up_the_bbq_sauce_and_place_it_in_the_basket_level4_sample3
1898,Objects Layout,5,0,pick_up_the_bbq_sauce_and_place_it_in_the_basket,,,,,,,,,,,,,4,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket level4 sample4,pick_up_the_bbq_sauce_and_place_it_in_the_basket_level4_sample4
1899,Objects Layout,5,0,pick_up_the_bbq_sauce_and_place_it_in_the_basket,,,,,,,,,,,,,5,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket level5 sample1,pick_up_the_bbq_sauce_and_place_it_in_the_basket_level5_sample1
1900,Objects Layout,5,0,pick_up_the_bbq_sauce_and_place_it_in_the_basket,,,,,,,,,,,,,5,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket level5 sample2,pick_up_the_bbq_sauce_and_place_it_in_the_basket_level5_sample2
1901,Objects Layout,5,0,pick_up_the_bbq_sauce_and_place_it_in_the_basket,,,,,,,,,,,,,5,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket level5 sample3,pick_up_the_bbq_sauce_and_place_it_in_the_basket_level5_sample3
1902,Objects Layout,5,0,pick_up_the_bbq_sauce_and_place_it_in_the_basket,,,,,,,,,,,,,5,pick up the bbq sauce and place it in the basket,pick up the bbq sauce and place it in the basket level5 sample4,pick_up_the_bbq_sauce_and_place_it_in_the_basket_level5_sample4
1903,Objects Layout,2,3,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,11,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 11,pick_up_the_butter_and_place_it_in_the_basket_add_11
1904,Objects Layout,5,0,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,12,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 12,pick_up_the_butter_and_place_it_in_the_basket_add_12
1905,Objects Layout,1,4,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,13,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 13,pick_up_the_butter_and_place_it_in_the_basket_add_13
1906,Objects Layout,2,3,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,14,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 14,pick_up_the_butter_and_place_it_in_the_basket_add_14
1907,Objects Layout,1,4,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,15,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 15,pick_up_the_butter_and_place_it_in_the_basket_add_15
1908,Objects Layout,4,1,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,16,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 16,pick_up_the_butter_and_place_it_in_the_basket_add_16
1909,Objects Layout,5,0,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,17,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 17,pick_up_the_butter_and_place_it_in_the_basket_add_17
1910,Objects Layout,1,4,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,18,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 18,pick_up_the_butter_and_place_it_in_the_basket_add_18
1911,Objects Layout,2,3,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,2,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 2,pick_up_the_butter_and_place_it_in_the_basket_add_2
1912,Objects Layout,5,0,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,20,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 20,pick_up_the_butter_and_place_it_in_the_basket_add_20
1913,Objects Layout,2,3,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,21,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 21,pick_up_the_butter_and_place_it_in_the_basket_add_21
1914,Objects Layout,4,1,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,22,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 22,pick_up_the_butter_and_place_it_in_the_basket_add_22
1915,Objects Layout,5,0,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,23,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 23,pick_up_the_butter_and_place_it_in_the_basket_add_23
1916,Objects Layout,1,4,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,25,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 25,pick_up_the_butter_and_place_it_in_the_basket_add_25
1917,Objects Layout,3,2,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,26,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 26,pick_up_the_butter_and_place_it_in_the_basket_add_26
1918,Objects Layout,5,0,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,27,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 27,pick_up_the_butter_and_place_it_in_the_basket_add_27
1919,Objects Layout,4,1,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,28,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 28,pick_up_the_butter_and_place_it_in_the_basket_add_28
1920,Objects Layout,5,0,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,29,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 29,pick_up_the_butter_and_place_it_in_the_basket_add_29
1921,Objects Layout,2,3,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,3,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 3,pick_up_the_butter_and_place_it_in_the_basket_add_3
1922,Objects Layout,1,4,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,30,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 30,pick_up_the_butter_and_place_it_in_the_basket_add_30
1923,Objects Layout,1,4,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,6,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 6,pick_up_the_butter_and_place_it_in_the_basket_add_6
1924,Objects Layout,1,4,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,7,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 7,pick_up_the_butter_and_place_it_in_the_basket_add_7
1925,Objects Layout,1,4,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,8,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 8,pick_up_the_butter_and_place_it_in_the_basket_add_8
1926,Objects Layout,1,4,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,9,,pick up the butter and place it in the basket,pick up the butter and place it in the basket add 9,pick_up_the_butter_and_place_it_in_the_basket_add_9
1927,Objects Layout,2,3,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,,1,pick up the butter and place it in the basket,pick up the butter and place it in the basket level1 sample1,pick_up_the_butter_and_place_it_in_the_basket_level1_sample1
1928,Objects Layout,1,4,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,,1,pick up the butter and place it in the basket,pick up the butter and place it in the basket level1 sample2,pick_up_the_butter_and_place_it_in_the_basket_level1_sample2
1929,Objects Layout,2,3,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,,1,pick up the butter and place it in the basket,pick up the butter and place it in the basket level1 sample3,pick_up_the_butter_and_place_it_in_the_basket_level1_sample3
1930,Objects Layout,2,3,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,,1,pick up the butter and place it in the basket,pick up the butter and place it in the basket level1 sample4,pick_up_the_butter_and_place_it_in_the_basket_level1_sample4
1931,Objects Layout,4,1,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,,2,pick up the butter and place it in the basket,pick up the butter and place it in the basket level2 sample1,pick_up_the_butter_and_place_it_in_the_basket_level2_sample1
1932,Objects Layout,5,0,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,,2,pick up the butter and place it in the basket,pick up the butter and place it in the basket level2 sample2,pick_up_the_butter_and_place_it_in_the_basket_level2_sample2
1933,Objects Layout,5,0,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,,2,pick up the butter and place it in the basket,pick up the butter and place it in the basket level2 sample3,pick_up_the_butter_and_place_it_in_the_basket_level2_sample3
1934,Objects Layout,3,2,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,,2,pick up the butter and place it in the basket,pick up the butter and place it in the basket level2 sample4,pick_up_the_butter_and_place_it_in_the_basket_level2_sample4
1935,Objects Layout,4,1,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,,3,pick up the butter and place it in the basket,pick up the butter and place it in the basket level3 sample1,pick_up_the_butter_and_place_it_in_the_basket_level3_sample1
1936,Objects Layout,5,0,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,,3,pick up the butter and place it in the basket,pick up the butter and place it in the basket level3 sample2,pick_up_the_butter_and_place_it_in_the_basket_level3_sample2
1937,Objects Layout,5,0,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,,3,pick up the butter and place it in the basket,pick up the butter and place it in the basket level3 sample3,pick_up_the_butter_and_place_it_in_the_basket_level3_sample3
1938,Objects Layout,5,0,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,,3,pick up the butter and place it in the basket,pick up the butter and place it in the basket level3 sample4,pick_up_the_butter_and_place_it_in_the_basket_level3_sample4
1939,Objects Layout,3,2,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,,4,pick up the butter and place it in the basket,pick up the butter and place it in the basket level4 sample1,pick_up_the_butter_and_place_it_in_the_basket_level4_sample1
1940,Objects Layout,5,0,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,,4,pick up the butter and place it in the basket,pick up the butter and place it in the basket level4 sample2,pick_up_the_butter_and_place_it_in_the_basket_level4_sample2
1941,Objects Layout,5,0,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,,4,pick up the butter and place it in the basket,pick up the butter and place it in the basket level4 sample3,pick_up_the_butter_and_place_it_in_the_basket_level4_sample3
1942,Objects Layout,2,3,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,,4,pick up the butter and place it in the basket,pick up the butter and place it in the basket level4 sample4,pick_up_the_butter_and_place_it_in_the_basket_level4_sample4
1943,Objects Layout,5,0,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,,5,pick up the butter and place it in the basket,pick up the butter and place it in the basket level5 sample1,pick_up_the_butter_and_place_it_in_the_basket_level5_sample1
1944,Objects Layout,4,1,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,,5,pick up the butter and place it in the basket,pick up the butter and place it in the basket level5 sample2,pick_up_the_butter_and_place_it_in_the_basket_level5_sample2
1945,Objects Layout,5,0,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,,5,pick up the butter and place it in the basket,pick up the butter and place it in the basket level5 sample3,pick_up_the_butter_and_place_it_in_the_basket_level5_sample3
1946,Objects Layout,4,1,pick_up_the_butter_and_place_it_in_the_basket,,,,,,,,,,,,,5,pick up the butter and place it in the basket,pick up the butter and place it in the basket level5 sample4,pick_up_the_butter_and_place_it_in_the_basket_level5_sample4
1947,Objects Layout,2,3,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,11,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket add 11,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_add_11
1948,Objects Layout,2,3,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,13,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket add 13,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_add_13
1949,Objects Layout,1,4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,14,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket add 14,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_add_14
1950,Objects Layout,1,4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,15,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket add 15,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_add_15
1951,Objects Layout,1,4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,17,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket add 17,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_add_17
1952,Objects Layout,2,3,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,19,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket add 19,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_add_19
1953,Objects Layout,2,3,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,20,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket add 20,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_add_20
1954,Objects Layout,1,4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,22,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket add 22,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_add_22
1955,Objects Layout,2,3,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,26,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket add 26,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_add_26
1956,Objects Layout,1,4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,27,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket add 27,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_add_27
1957,Objects Layout,2,3,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,28,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket add 28,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_add_28
1958,Objects Layout,1,4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,29,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket add 29,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_add_29
1959,Objects Layout,1,4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,30,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket add 30,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_add_30
1960,Objects Layout,3,2,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,4,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket add 4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_add_4
1961,Objects Layout,1,4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,5,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket add 5,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_add_5
1962,Objects Layout,1,4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,6,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket add 6,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_add_6
1963,Objects Layout,1,4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,7,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket add 7,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_add_7
1964,Objects Layout,1,4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,9,,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket add 9,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_add_9
1965,Objects Layout,5,0,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,,1,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket level1 sample1,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_level1_sample1
1966,Objects Layout,5,0,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,,1,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket level1 sample2,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_level1_sample2
1967,Objects Layout,5,0,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,,1,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket level1 sample3,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_level1_sample3
1968,Objects Layout,5,0,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,,1,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket level1 sample4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_level1_sample4
1969,Objects Layout,5,0,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,,2,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket level2 sample1,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_level2_sample1
1970,Objects Layout,5,0,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,,2,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket level2 sample2,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_level2_sample2
1971,Objects Layout,5,0,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,,2,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket level2 sample3,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_level2_sample3
1972,Objects Layout,5,0,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,,2,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket level2 sample4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_level2_sample4
1973,Objects Layout,5,0,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,,3,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket level3 sample1,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_level3_sample1
1974,Objects Layout,5,0,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,,3,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket level3 sample2,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_level3_sample2
1975,Objects Layout,5,0,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,,3,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket level3 sample3,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_level3_sample3
1976,Objects Layout,5,0,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,,3,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket level3 sample4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_level3_sample4
1977,Objects Layout,5,0,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,,4,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket level4 sample1,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_level4_sample1
1978,Objects Layout,5,0,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,,4,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket level4 sample2,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_level4_sample2
1979,Objects Layout,5,0,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,,4,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket level4 sample3,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_level4_sample3
1980,Objects Layout,5,0,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,,4,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket level4 sample4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_level4_sample4
1981,Objects Layout,5,0,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,,5,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket level5 sample1,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_level5_sample1
1982,Objects Layout,5,0,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,,5,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket level5 sample2,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_level5_sample2
1983,Objects Layout,5,0,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,,5,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket level5 sample3,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_level5_sample3
1984,Objects Layout,5,0,pick_up_the_chocolate_pudding_and_place_it_in_the_basket,,,,,,,,,,,,,5,pick up the chocolate pudding and place it in the basket,pick up the chocolate pudding and place it in the basket level5 sample4,pick_up_the_chocolate_pudding_and_place_it_in_the_basket_level5_sample4
1985,Objects Layout,1,4,pick_up_the_cream_cheese_and_place_it_in_the_basket,,,,,,,,,,,,14,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket add 14,pick_up_the_cream_cheese_and_place_it_in_the_basket_add_14
1986,Objects Layout,1,4,pick_up_the_cream_cheese_and_place_it_in_the_basket,,,,,,,,,,,,18,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket add 18,pick_up_the_cream_cheese_and_place_it_in_the_basket_add_18
1987,Objects Layout,1,4,pick_up_the_cream_cheese_and_place_it_in_the_basket,,,,,,,,,,,,22,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket add 22,pick_up_the_cream_cheese_and_place_it_in_the_basket_add_22
1988,Objects Layout,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,,,,,,,,,,,,25,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket add 25,pick_up_the_cream_cheese_and_place_it_in_the_basket_add_25
1989,Objects Layout,1,4,pick_up_the_cream_cheese_and_place_it_in_the_basket,,,,,,,,,,,,26,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket add 26,pick_up_the_cream_cheese_and_place_it_in_the_basket_add_26
1990,Objects Layout,2,3,pick_up_the_cream_cheese_and_place_it_in_the_basket,,,,,,,,,,,,28,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket add 28,pick_up_the_cream_cheese_and_place_it_in_the_basket_add_28
1991,Objects Layout,3,2,pick_up_the_cream_cheese_and_place_it_in_the_basket,,,,,,,,,,,,29,,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket add 29,pick_up_the_cream_cheese_and_place_it_in_the_basket_add_29
1992,Objects Layout,5,0,pick_up_the_cream_cheese_and_place_it_in_the_basket,,,,,,,,,,,,,1,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket level1 sample1,pick_up_the_cream_cheese_and_place_it_in_the_basket_level1_sample1
1993,Objects Layout,5,0,pick_up_the_cream_cheese_and_place_it_in_the_basket,,,,,,,,,,,,,1,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket level1 sample2,pick_up_the_cream_cheese_and_place_it_in_the_basket_level1_sample2
1994,Objects Layout,5,0,pick_up_the_cream_cheese_and_place_it_in_the_basket,,,,,,,,,,,,,1,pick up the cream cheese and place it in the basket,pick up the cream cheese and place it in the basket level1 sample3,pick_up_the_cream_cheese_and_place_it_in_the_basket_level1_sample3
